ts_utc,topic,received_total,received_delta,msgs_per_sec
2026-01-17T18:12:24.6805575Z,long-run-topic-06,0,0,0
2026-01-17T18:12:24.6805575Z,long-run-topic-05,0,0,0
2026-01-17T18:12:24.6805575Z,long-run-topic-09,0,0,0
2026-01-17T18:12:24.6805575Z,long-run-topic-08,0,0,0
2026-01-17T18:12:24.6805575Z,long-run-topic-07,0,0,0
2026-01-17T18:12:24.6805575Z,long-run-topic-10,0,0,0
2026-01-17T18:12:24.6805575Z,long-run-topic-01,0,0,0
2026-01-17T18:12:24.6805575Z,long-run-topic-04,0,0,0
2026-01-17T18:12:24.6805575Z,long-run-topic-03,0,0,0
2026-01-17T18:12:24.6805575Z,long-run-topic-02,0,0,0
2026-01-17T18:12:25.7015220Z,long-run-topic-06,1,1,1
2026-01-17T18:12:25.7015220Z,long-run-topic-05,1,1,1
2026-01-17T18:12:25.7015220Z,long-run-topic-09,0,0,0
2026-01-17T18:12:25.7015220Z,long-run-topic-08,0,0,0
2026-01-17T18:12:25.7015220Z,long-run-topic-07,0,0,0
2026-01-17T18:12:25.7015220Z,long-run-topic-10,1,1,1
2026-01-17T18:12:25.7015220Z,long-run-topic-01,0,0,0
2026-01-17T18:12:25.7015220Z,long-run-topic-04,0,0,0
2026-01-17T18:12:25.7015220Z,long-run-topic-03,0,0,0
2026-01-17T18:12:25.7015220Z,long-run-topic-02,0,0,0
2026-01-17T18:12:26.7017240Z,long-run-topic-06,260,259,259
2026-01-17T18:12:26.7017240Z,long-run-topic-05,185,184,184
2026-01-17T18:12:26.7017240Z,long-run-topic-09,124,124,124
2026-01-17T18:12:26.7017240Z,long-run-topic-08,294,294,294
2026-01-17T18:12:26.7017240Z,long-run-topic-07,173,173,173
2026-01-17T18:12:26.7017240Z,long-run-topic-10,332,331,331
2026-01-17T18:12:26.7017240Z,long-run-topic-01,201,201,201
2026-01-17T18:12:26.7017240Z,long-run-topic-04,256,256,256
2026-01-17T18:12:26.7017240Z,long-run-topic-03,256,256,256
2026-01-17T18:12:26.7017240Z,long-run-topic-02,137,137,137
2026-01-17T18:12:27.7024062Z,long-run-topic-06,949,689,689
2026-01-17T18:12:27.7024062Z,long-run-topic-05,672,487,487
2026-01-17T18:12:27.7024062Z,long-run-topic-09,772,648,648
2026-01-17T18:12:27.7024062Z,long-run-topic-08,889,595,595
2026-01-17T18:12:27.7024062Z,long-run-topic-07,698,525,525
2026-01-17T18:12:27.7024062Z,long-run-topic-10,930,598,598
2026-01-17T18:12:27.7024062Z,long-run-topic-01,810,609,609
2026-01-17T18:12:27.7024062Z,long-run-topic-04,758,502,502
2026-01-17T18:12:27.7024062Z,long-run-topic-03,940,684,684
2026-01-17T18:12:27.7024062Z,long-run-topic-02,839,702,702
2026-01-17T18:12:28.7081753Z,long-run-topic-06,1651,702,702
2026-01-17T18:12:28.7081753Z,long-run-topic-05,1349,677,677
2026-01-17T18:12:28.7081753Z,long-run-topic-09,1405,633,633
2026-01-17T18:12:28.7081753Z,long-run-topic-08,1533,644,644
2026-01-17T18:12:28.7081753Z,long-run-topic-07,1501,803,803
2026-01-17T18:12:28.7081753Z,long-run-topic-10,1535,605,605
2026-01-17T18:12:28.7081753Z,long-run-topic-01,1517,707,707
2026-01-17T18:12:28.7081753Z,long-run-topic-04,1471,713,713
2026-01-17T18:12:28.7081753Z,long-run-topic-03,1595,655,655
