ts_utc;topic;received_total;received_delta;msgs_per_sec;
2026-01-18T15:57:05.4792229Z;long-run-topic-01;683479;1039;1039;1039
2026-01-18T15:57:06.4791577Z;long-run-topic-01;684486;1007;1007;1007
2026-01-18T15:57:07.4793865Z;long-run-topic-01;685485;999;999;999
2026-01-18T15:57:08.4877581Z;long-run-topic-01;686477;992;992;992
2026-01-18T15:57:09.4949221Z;long-run-topic-01;687479;1002;1002;1002
2026-01-18T15:57:10.4955327Z;long-run-topic-01;688474;995;995;995
2026-01-18T15:57:11.5043898Z;long-run-topic-01;689482;1008;1008;1008
2026-01-18T15:57:12.5123593Z;long-run-topic-01;690494;1012;1012;1012
2026-01-18T15:57:13.5197991Z;long-run-topic-01;691478;984;984;984
2026-01-18T15:57:14.5208801Z;long-run-topic-01;692492;1014;1014;1014
2026-01-18T15:57:15.5294827Z;long-run-topic-01;693478;986;986;986
2026-01-18T15:57:16.5371109Z;long-run-topic-01;694480;1002;1002;1002
2026-01-18T15:57:17.5461865Z;long-run-topic-01;695493;1013;1013;1013
2026-01-18T15:57:18.5597934Z;long-run-topic-01;696491;998;998;998
2026-01-18T15:57:19.5694620Z;long-run-topic-01;697498;1007;1007;1007
2026-01-18T15:57:20.5755488Z;long-run-topic-01;698496;998;998;998
2026-01-18T15:57:21.5794121Z;long-run-topic-01;699498;1002;1002;1002
2026-01-18T15:57:22.5940781Z;long-run-topic-01;700500;1002;1002;1002
2026-01-18T15:57:23.5958994Z;long-run-topic-01;701496;996;996;996
2026-01-18T15:57:24.6041766Z;long-run-topic-01;702493;997;997;997
2026-01-18T15:57:25.6121928Z;long-run-topic-01;703481;988;988;988
2026-01-18T15:57:26.6166701Z;long-run-topic-01;704468;987;987;987
2026-01-18T15:57:27.6270149Z;long-run-topic-01;705486;1018;1018;1018
2026-01-18T15:57:28.6292246Z;long-run-topic-01;706493;1007;1007;1007
2026-01-18T15:57:29.6370978Z;long-run-topic-01;707468;975;975;975
2026-01-18T15:57:30.6377668Z;long-run-topic-01;708499;1031;1031;1031
2026-01-18T15:57:31.6456100Z;long-run-topic-01;709487;988;988;988
2026-01-18T15:57:32.6543615Z;long-run-topic-01;710477;990;990;990
2026-01-18T15:57:33.6544640Z;long-run-topic-01;711492;1015;1015;1015
2026-01-18T15:57:34.6541887Z;long-run-topic-01;712488;996;996;996
2026-01-18T15:57:35.6615209Z;long-run-topic-01;713497;1009;1009;1009
2026-01-18T15:57:36.6625662Z;long-run-topic-01;714495;998;998;998
2026-01-18T15:57:37.6619819Z;long-run-topic-01;715481;986;986;986
2026-01-18T15:57:38.6702935Z;long-run-topic-01;716498;1017;1017;1017
2026-01-18T15:57:39.6764197Z;long-run-topic-01;717487;989;989;989
2026-01-18T15:57:40.6858650Z;long-run-topic-01;718505;1018;1018;1018
2026-01-18T15:57:41.6959441Z;long-run-topic-01;719520;1015;1015;1015
2026-01-18T15:57:42.6997937Z;long-run-topic-01;720502;982;982;982
2026-01-18T15:57:43.7078849Z;long-run-topic-01;721506;1004;1004;1004
2026-01-18T15:57:44.7107954Z;long-run-topic-01;722545;1039;1039;1039
2026-01-18T15:57:45.7193996Z;long-run-topic-01;723548;1003;1003;1003
2026-01-18T15:57:46.7280620Z;long-run-topic-01;724562;1014;1014;1014
2026-01-18T15:57:47.7285372Z;long-run-topic-01;725555;993;993;993
2026-01-18T15:57:48.7412317Z;long-run-topic-01;726581;1026;1026;1026
2026-01-18T15:57:49.7524641Z;long-run-topic-01;727605;1024;1024;1024
2026-01-18T15:57:50.7534079Z;long-run-topic-01;728576;971;971;971
2026-01-18T15:57:51.7565968Z;long-run-topic-01;729585;1009;1009;1009
2026-01-18T15:57:52.7620272Z;long-run-topic-01;730596;1011;1011;1011
2026-01-18T15:57:53.7617766Z;long-run-topic-01;731593;997;997;997
2026-01-18T15:57:54.7694911Z;long-run-topic-01;732596;1003;1003;1003
2026-01-18T15:57:55.7716306Z;long-run-topic-01;733637;1041;1041;1041
2026-01-18T15:57:56.7734737Z;long-run-topic-01;734607;970;970;970
2026-01-18T15:57:57.7772755Z;long-run-topic-01;735649;1042;1042;1042
2026-01-18T15:57:58.7906382Z;long-run-topic-01;736632;983;983;983
2026-01-18T15:57:59.7943205Z;long-run-topic-01;737651;1019;1019;1019
2026-01-18T15:58:00.8019221Z;long-run-topic-01;738675;1024;1024;1024
2026-01-18T15:58:01.8108740Z;long-run-topic-01;739679;1004;1004;1004
2026-01-18T15:58:02.8111900Z;long-run-topic-01;740664;985;985;985
2026-01-18T15:58:03.8173636Z;long-run-topic-01;741682;1018;1018;1018
2026-01-18T15:58:04.8235205Z;long-run-topic-01;742697;1015;1015;1015
2026-01-18T15:58:05.8361266Z;long-run-topic-01;743711;1014;1014;1014
2026-01-18T15:58:06.8445394Z;long-run-topic-01;744726;1015;1015;1015
2026-01-18T15:58:07.8592544Z;long-run-topic-01;745750;1024;1024;1024
2026-01-18T15:58:08.8611426Z;long-run-topic-01;746750;1000;1000;1000
2026-01-18T15:58:09.8718821Z;long-run-topic-01;747747;997;997;997
2026-01-18T15:58:10.8831962Z;long-run-topic-01;748768;1021;1021;1021
2026-01-18T15:58:11.8844785Z;long-run-topic-01;749766;998;998;998
2026-01-18T15:58:12.8855559Z;long-run-topic-01;750808;1042;1042;1042
2026-01-18T15:58:13.8882415Z;long-run-topic-01;751817;1009;1009;1009
2026-01-18T15:58:14.8964298Z;long-run-topic-01;752801;984;984;984
2026-01-18T15:58:15.8956659Z;long-run-topic-01;753788;987;987;987
2026-01-18T15:58:16.8998525Z;long-run-topic-01;754831;1043;1043;1043
2026-01-18T15:58:17.9007562Z;long-run-topic-01;755810;979;979;979
2026-01-18T15:58:18.9074286Z;long-run-topic-01;756796;986;986;986
2026-01-18T15:58:19.9105795Z;long-run-topic-01;757822;1026;1026;1026
2026-01-18T15:58:20.9119301Z;long-run-topic-01;758806;984;984;984
2026-01-18T15:58:21.9190625Z;long-run-topic-01;759842;1036;1036;1036
2026-01-18T15:58:22.9199512Z;long-run-topic-01;760816;974;974;974
2026-01-18T15:58:23.9201624Z;long-run-topic-01;761813;997;997;997
2026-01-18T15:58:24.9199991Z;long-run-topic-01;762837;1024;1024;1024
2026-01-18T15:58:25.9263359Z;long-run-topic-01;763849;1012;1012;1012
2026-01-18T15:58:26.9273915Z;long-run-topic-01;764862;1013;1013;1013
2026-01-18T15:58:27.9390720Z;long-run-topic-01;765867;1005;1005;1005
2026-01-18T15:58:28.9452920Z;long-run-topic-01;766853;986;986;986
2026-01-18T15:58:29.9609570Z;long-run-topic-01;767874;1021;1021;1021
2026-01-18T15:58:30.9701303Z;long-run-topic-01;768904;1030;1030;1030
2026-01-18T15:58:31.9808051Z;long-run-topic-01;769914;1010;1010;1010
2026-01-18T15:58:32.9896808Z;long-run-topic-01;770934;1020;1020;1020
2026-01-18T15:58:33.9939034Z;long-run-topic-01;771939;1005;1005;1005
2026-01-18T15:58:35.0042075Z;long-run-topic-01;772959;1020;1020;1020
2026-01-18T15:58:36.0173576Z;long-run-topic-01;773943;984;984;984
2026-01-18T15:58:37.0182436Z;long-run-topic-01;774965;1022;1022;1022
2026-01-18T15:58:38.0189479Z;long-run-topic-01;775976;1011;1011;1011
2026-01-18T15:58:39.0306177Z;long-run-topic-01;776979;1003;1003;1003
2026-01-18T15:58:40.0331319Z;long-run-topic-01;777973;994;994;994
2026-01-18T15:58:41.0472777Z;long-run-topic-01;779008;1035;1035;1035
2026-01-18T15:58:42.0480092Z;long-run-topic-01;780008;1000;1000;1000
2026-01-18T15:58:43.0492830Z;long-run-topic-01;781031;1023;1023;1023
2026-01-18T15:58:44.0536190Z;long-run-topic-01;782013;982;982;982
2026-01-18T15:58:45.0552948Z;long-run-topic-01;783002;989;989;989
2026-01-18T15:58:46.0552047Z;long-run-topic-01;784023;1021;1021;1021
2026-01-18T15:58:47.0610239Z;long-run-topic-01;785043;1020;1020;1020
2026-01-18T15:58:48.0759649Z;long-run-topic-01;786060;1017;1017;1017
2026-01-18T15:58:49.0827546Z;long-run-topic-01;787043;983;983;983
2026-01-18T15:58:50.0828931Z;long-run-topic-01;788071;1028;1028;1028
2026-01-18T15:58:51.0932936Z;long-run-topic-01;789062;991;991;991
2026-01-18T15:58:52.1028683Z;long-run-topic-01;790098;1036;1036;1036
2026-01-18T15:58:53.1118378Z;long-run-topic-01;791103;1005;1005;1005
2026-01-18T15:58:54.1271369Z;long-run-topic-01;792108;1005;1005;1005
2026-01-18T15:58:55.1402070Z;long-run-topic-01;793134;1026;1026;1026
2026-01-18T15:58:56.1527243Z;long-run-topic-01;794173;1039;1039;1039
2026-01-18T15:58:57.1526750Z;long-run-topic-01;795140;967;967;967
2026-01-18T15:58:58.1594839Z;long-run-topic-01;796160;1020;1020;1020
2026-01-18T15:58:59.1636239Z;long-run-topic-01;797165;1005;1005;1005
2026-01-18T15:59:00.1695607Z;long-run-topic-01;798178;1013;1013;1013
2026-01-18T15:59:01.1772067Z;long-run-topic-01;799213;1035;1035;1035
2026-01-18T15:59:02.1854071Z;long-run-topic-01;800177;964;964;964
2026-01-18T15:59:03.1976838Z;long-run-topic-01;801190;1013;1013;1013
2026-01-18T15:59:04.2082434Z;long-run-topic-01;802227;1037;1037;1037
2026-01-18T15:59:05.2130490Z;long-run-topic-01;803260;1033;1033;1033
2026-01-18T15:59:06.2191381Z;long-run-topic-01;804280;1020;1020;1020
2026-01-18T15:59:07.2205810Z;long-run-topic-01;805271;991;991;991
2026-01-18T15:59:08.2277039Z;long-run-topic-01;806287;1016;1016;1016
2026-01-18T15:59:09.2360481Z;long-run-topic-01;807287;1000;1000;1000
2026-01-18T15:59:10.2432423Z;long-run-topic-01;808286;999;999;999
2026-01-18T15:59:11.2454499Z;long-run-topic-01;809312;1026;1026;1026
2026-01-18T15:59:12.2449943Z;long-run-topic-01;810297;985;985;985
2026-01-18T15:59:13.2452057Z;long-run-topic-01;811287;990;990;990
2026-01-18T15:59:14.2485121Z;long-run-topic-01;812276;989;989;989
2026-01-18T15:59:15.2580967Z;long-run-topic-01;813315;1039;1039;1039
2026-01-18T15:59:16.2639233Z;long-run-topic-01;814329;1014;1014;1014
2026-01-18T15:59:17.2652174Z;long-run-topic-01;815337;1008;1008;1008
2026-01-18T15:59:18.2742991Z;long-run-topic-01;816347;1010;1010;1010
2026-01-18T15:59:19.2747660Z;long-run-topic-01;817333;986;986;986
2026-01-18T15:59:20.2771577Z;long-run-topic-01;818351;1018;1018;1018
2026-01-18T15:59:21.2771040Z;long-run-topic-01;819348;997;997;997
2026-01-18T15:59:22.2842435Z;long-run-topic-01;820345;997;997;997
2026-01-18T15:59:23.2854788Z;long-run-topic-01;821357;1012;1012;1012
2026-01-18T15:59:24.2874749Z;long-run-topic-01;822347;990;990;990
2026-01-18T15:59:25.2919404Z;long-run-topic-01;823346;999;999;999
2026-01-18T15:59:26.2931514Z;long-run-topic-01;824344;998;998;998
2026-01-18T15:59:27.3001959Z;long-run-topic-01;825362;1018;1018;1018
2026-01-18T15:59:28.3003778Z;long-run-topic-01;826365;1003;1003;1003
2026-01-18T15:59:29.3036659Z;long-run-topic-01;827366;1001;1001;1001
2026-01-18T15:59:30.3073671Z;long-run-topic-01;828388;1022;1022;1022
2026-01-18T15:59:31.3101358Z;long-run-topic-01;829438;1050;1050;1050
2026-01-18T15:59:32.3147362Z;long-run-topic-01;830389;951;951;951
2026-01-18T15:59:33.3176240Z;long-run-topic-01;831410;1021;1021;1021
2026-01-18T15:59:34.3272061Z;long-run-topic-01;832418;1008;1008;1008
2026-01-18T15:59:35.3297942Z;long-run-topic-01;833394;976;976;976
2026-01-18T15:59:36.3362481Z;long-run-topic-01;834415;1021;1021;1021
2026-01-18T15:59:37.3355630Z;long-run-topic-01;835432;1017;1017;1017
2026-01-18T15:59:38.3438911Z;long-run-topic-01;836442;1010;1010;1010
2026-01-18T15:59:39.3524607Z;long-run-topic-01;837452;1010;1010;1010
2026-01-18T15:59:40.3593196Z;long-run-topic-01;838446;994;994;994
2026-01-18T15:59:41.3660657Z;long-run-topic-01;839475;1029;1029;1029
2026-01-18T15:59:42.3687181Z;long-run-topic-01;840466;991;991;991
2026-01-18T15:59:43.3701357Z;long-run-topic-01;841465;999;999;999
2026-01-18T15:59:44.3714998Z;long-run-topic-01;842496;1031;1031;1031
2026-01-18T15:59:45.3778762Z;long-run-topic-01;843490;994;994;994
2026-01-18T15:59:46.3784932Z;long-run-topic-01;844483;993;993;993
2026-01-18T15:59:47.3927137Z;long-run-topic-01;845487;1004;1004;1004
2026-01-18T15:59:48.4026182Z;long-run-topic-01;846476;989;989;989
2026-01-18T15:59:49.4263562Z;long-run-topic-01;847483;1007;1007;1007
2026-01-18T15:59:50.4291850Z;long-run-topic-01;848488;1005;1005;1005
2026-01-18T15:59:51.4291125Z;long-run-topic-01;849487;999;999;999
2026-01-18T15:59:52.4350574Z;long-run-topic-01;850487;1000;1000;1000
2026-01-18T15:59:53.4375443Z;long-run-topic-01;851489;1002;1002;1002
2026-01-18T15:59:54.4373897Z;long-run-topic-01;852497;1008;1008;1008
2026-01-18T15:59:55.4457709Z;long-run-topic-01;853497;1000;1000;1000
2026-01-18T15:59:56.4457920Z;long-run-topic-01;854488;991;991;991
2026-01-18T15:59:57.4531617Z;long-run-topic-01;855491;1003;1003;1003
2026-01-18T15:59:58.4537684Z;long-run-topic-01;856482;991;991;991
2026-01-18T15:59:59.4615325Z;long-run-topic-01;857483;1001;1001;1001
2026-01-18T16:00:00.4622140Z;long-run-topic-01;858490;1007;1007;1007
2026-01-18T16:00:01.4695068Z;long-run-topic-01;859489;999;999;999
2026-01-18T16:00:02.4706137Z;long-run-topic-01;860484;995;995;995
2026-01-18T16:00:03.4707226Z;long-run-topic-01;861484;1000;1000;1000
2026-01-18T16:00:04.4706140Z;long-run-topic-01;862497;1013;1013;1013
2026-01-18T16:00:05.4773839Z;long-run-topic-01;863485;988;988;988
2026-01-18T16:00:06.4790324Z;long-run-topic-01;864489;1004;1004;1004
2026-01-18T16:00:07.4863578Z;long-run-topic-01;865482;993;993;993
2026-01-18T16:00:08.5041041Z;long-run-topic-01;866477;995;995;995
2026-01-18T16:00:09.5043946Z;long-run-topic-01;867492;1015;1015;1015
2026-01-18T16:00:10.5113924Z;long-run-topic-01;868489;997;997;997
2026-01-18T16:00:11.5109171Z;long-run-topic-01;869472;983;983;983
2026-01-18T16:00:12.5122206Z;long-run-topic-01;870470;998;998;998
2026-01-18T16:00:13.5119496Z;long-run-topic-01;871488;1018;1018;1018
2026-01-18T16:00:14.5180278Z;long-run-topic-01;872497;1009;1009;1009
2026-01-18T16:00:15.5205241Z;long-run-topic-01;873487;990;990;990
2026-01-18T16:00:16.5286596Z;long-run-topic-01;874484;997;997;997
2026-01-18T16:00:17.5364570Z;long-run-topic-01;875482;998;998;998
2026-01-18T16:00:18.5372520Z;long-run-topic-01;876494;1012;1012;1012
2026-01-18T16:00:19.5371127Z;long-run-topic-01;877477;983;983;983
2026-01-18T16:00:20.5373836Z;long-run-topic-01;878494;1017;1017;1017
2026-01-18T16:00:21.5426701Z;long-run-topic-01;879491;997;997;997
2026-01-18T16:00:22.5442824Z;long-run-topic-01;880475;984;984;984
2026-01-18T16:00:23.5442866Z;long-run-topic-01;881478;1003;1003;1003
2026-01-18T16:00:24.5451512Z;long-run-topic-01;882495;1017;1017;1017
2026-01-18T16:00:25.5456607Z;long-run-topic-01;883485;990;990;990
2026-01-18T16:00:26.5527329Z;long-run-topic-01;884470;985;985;985
2026-01-18T16:00:27.5536952Z;long-run-topic-01;885483;1013;1013;1013
2026-01-18T16:00:28.5536069Z;long-run-topic-01;886497;1014;1014;1014
2026-01-18T16:00:29.5699298Z;long-run-topic-01;887484;987;987;987
2026-01-18T16:00:30.5788560Z;long-run-topic-01;888491;1007;1007;1007
2026-01-18T16:00:31.5857526Z;long-run-topic-01;889482;991;991;991
2026-01-18T16:00:32.5872466Z;long-run-topic-01;890474;992;992;992
2026-01-18T16:00:33.5874953Z;long-run-topic-01;891476;1002;1002;1002
2026-01-18T16:00:34.5936263Z;long-run-topic-01;892499;1023;1023;1023
2026-01-18T16:00:35.5953359Z;long-run-topic-01;893500;1001;1001;1001
2026-01-18T16:00:36.5953643Z;long-run-topic-01;894494;994;994;994
2026-01-18T16:00:37.5957423Z;long-run-topic-01;895491;997;997;997
2026-01-18T16:00:38.6017866Z;long-run-topic-01;896478;987;987;987
2026-01-18T16:00:39.6037003Z;long-run-topic-01;897496;1018;1018;1018
2026-01-18T16:00:40.6036650Z;long-run-topic-01;898470;974;974;974
2026-01-18T16:00:41.6109105Z;long-run-topic-01;899489;1019;1019;1019
2026-01-18T16:00:42.6192659Z;long-run-topic-01;900485;996;996;996
2026-01-18T16:00:43.6207973Z;long-run-topic-01;901473;988;988;988
2026-01-18T16:00:44.6358788Z;long-run-topic-01;902481;1008;1008;1008
2026-01-18T16:00:45.6435187Z;long-run-topic-01;903496;1015;1015;1015
2026-01-18T16:00:46.6527732Z;long-run-topic-01;904489;993;993;993
2026-01-18T16:00:47.6537726Z;long-run-topic-01;905479;990;990;990
2026-01-18T16:00:48.6601849Z;long-run-topic-01;906494;1015;1015;1015
2026-01-18T16:00:49.6598240Z;long-run-topic-01;907482;988;988;988
2026-01-18T16:00:50.6688598Z;long-run-topic-01;908493;1011;1011;1011
2026-01-18T16:00:51.6686395Z;long-run-topic-01;909489;996;996;996
2026-01-18T16:00:52.6816042Z;long-run-topic-01;910502;1013;1013;1013
2026-01-18T16:00:53.6862058Z;long-run-topic-01;911501;999;999;999
2026-01-18T16:00:54.6951244Z;long-run-topic-01;912502;1001;1001;1001
2026-01-18T16:00:55.7033130Z;long-run-topic-01;913522;1020;1020;1020
2026-01-18T16:00:56.7032732Z;long-run-topic-01;914503;981;981;981
2026-01-18T16:00:57.7187921Z;long-run-topic-01;915526;1023;1023;1023
2026-01-18T16:00:58.7292890Z;long-run-topic-01;916568;1042;1042;1042
2026-01-18T16:00:59.7431778Z;long-run-topic-01;917549;981;981;981
2026-01-18T16:01:00.7527649Z;long-run-topic-01;918568;1019;1019;1019
2026-01-18T16:01:01.7530683Z;long-run-topic-01;919572;1004;1004;1004
2026-01-18T16:01:02.7607909Z;long-run-topic-01;920625;1053;1053;1053
2026-01-18T16:01:03.7616568Z;long-run-topic-01;921594;969;969;969
2026-01-18T16:01:04.7615726Z;long-run-topic-01;922606;1012;1012;1012
2026-01-18T16:01:05.7627684Z;long-run-topic-01;923612;1006;1006;1006
2026-01-18T16:01:06.7669932Z;long-run-topic-01;924618;1006;1006;1006
2026-01-18T16:01:07.7687648Z;long-run-topic-01;925594;976;976;976
2026-01-18T16:01:08.7689247Z;long-run-topic-01;926597;1003;1003;1003
2026-01-18T16:01:09.7825018Z;long-run-topic-01;927625;1028;1028;1028
2026-01-18T16:01:10.7915674Z;long-run-topic-01;928612;987;987;987
2026-01-18T16:01:11.7980152Z;long-run-topic-01;929639;1027;1027;1027
2026-01-18T16:01:12.8085295Z;long-run-topic-01;930658;1019;1019;1019
2026-01-18T16:01:13.8177479Z;long-run-topic-01;931662;1004;1004;1004
2026-01-18T16:01:14.8264261Z;long-run-topic-01;932675;1013;1013;1013
2026-01-18T16:01:15.8270617Z;long-run-topic-01;933705;1030;1030;1030
2026-01-18T16:01:16.8280460Z;long-run-topic-01;934681;976;976;976
2026-01-18T16:01:17.8355063Z;long-run-topic-01;935711;1030;1030;1030
2026-01-18T16:01:18.8451901Z;long-run-topic-01;936713;1002;1002;1002
2026-01-18T16:01:19.8519793Z;long-run-topic-01;937740;1027;1027;1027
2026-01-18T16:01:20.8533366Z;long-run-topic-01;938715;975;975;975
2026-01-18T16:01:21.8532756Z;long-run-topic-01;939723;1008;1008;1008
2026-01-18T16:01:22.8603651Z;long-run-topic-01;940721;998;998;998
2026-01-18T16:01:23.8681477Z;long-run-topic-01;941770;1049;1049;1049
2026-01-18T16:01:24.8704978Z;long-run-topic-01;942750;980;980;980
2026-01-18T16:01:25.8709563Z;long-run-topic-01;943767;1017;1017;1017
2026-01-18T16:01:26.8846648Z;long-run-topic-01;944766;999;999;999
2026-01-18T16:01:27.8851401Z;long-run-topic-01;945776;1010;1010;1010
2026-01-18T16:01:28.8843988Z;long-run-topic-01;946768;992;992;992
2026-01-18T16:01:29.8886552Z;long-run-topic-01;947759;991;991;991
2026-01-18T16:01:30.8921579Z;long-run-topic-01;948775;1016;1016;1016
2026-01-18T16:01:31.9018238Z;long-run-topic-01;949799;1024;1024;1024
2026-01-18T16:01:32.9089150Z;long-run-topic-01;950824;1025;1025;1025
2026-01-18T16:01:33.9128045Z;long-run-topic-01;951806;982;982;982
2026-01-18T16:01:34.9259189Z;long-run-topic-01;952837;1031;1031;1031
2026-01-18T16:01:35.9327171Z;long-run-topic-01;953855;1018;1018;1018
2026-01-18T16:01:36.9357282Z;long-run-topic-01;954861;1006;1006;1006
2026-01-18T16:01:37.9434344Z;long-run-topic-01;955839;978;978;978
2026-01-18T16:01:38.9521771Z;long-run-topic-01;956875;1036;1036;1036
2026-01-18T16:01:39.9520649Z;long-run-topic-01;957880;1005;1005;1005
2026-01-18T16:01:40.9542746Z;long-run-topic-01;958880;1000;1000;1000
2026-01-18T16:01:41.9617615Z;long-run-topic-01;959877;997;997;997
2026-01-18T16:01:42.9637067Z;long-run-topic-01;960877;1000;1000;1000
2026-01-18T16:01:43.9638952Z;long-run-topic-01;961895;1018;1018;1018
2026-01-18T16:01:44.9691703Z;long-run-topic-01;962903;1008;1008;1008
2026-01-18T16:01:45.9699954Z;long-run-topic-01;963888;985;985;985
2026-01-18T16:01:46.9783593Z;long-run-topic-01;964905;1017;1017;1017
2026-01-18T16:01:47.9886225Z;long-run-topic-01;965914;1009;1009;1009
2026-01-18T16:01:48.9935162Z;long-run-topic-01;966944;1030;1030;1030
2026-01-18T16:01:50.0035707Z;long-run-topic-01;967932;988;988;988
2026-01-18T16:01:51.0153109Z;long-run-topic-01;968950;1018;1018;1018
2026-01-18T16:01:52.0174508Z;long-run-topic-01;969976;1026;1026;1026
2026-01-18T16:01:53.0180028Z;long-run-topic-01;970951;975;975;975
2026-01-18T16:01:54.0218443Z;long-run-topic-01;971981;1030;1030;1030
2026-01-18T16:01:55.0325823Z;long-run-topic-01;972995;1014;1014;1014
2026-01-18T16:01:56.0356506Z;long-run-topic-01;974004;1009;1009;1009
2026-01-18T16:01:57.0483253Z;long-run-topic-01;974994;990;990;990
2026-01-18T16:01:58.0505991Z;long-run-topic-01;976032;1038;1038;1038
2026-01-18T16:01:59.0575212Z;long-run-topic-01;977036;1004;1004;1004
2026-01-18T16:02:00.0719953Z;long-run-topic-01;978056;1020;1020;1020
2026-01-18T16:02:01.0737287Z;long-run-topic-01;979038;982;982;982
2026-01-18T16:02:02.0780724Z;long-run-topic-01;980060;1022;1022;1022
2026-01-18T16:02:03.0780409Z;long-run-topic-01;981062;1002;1002;1002
2026-01-18T16:02:04.0773776Z;long-run-topic-01;982040;978;978;978
2026-01-18T16:02:05.0785623Z;long-run-topic-01;983035;995;995;995
2026-01-18T16:02:06.0785280Z;long-run-topic-01;984037;1002;1002;1002
2026-01-18T16:02:07.0931269Z;long-run-topic-01;985042;1005;1005;1005
2026-01-18T16:02:08.1032290Z;long-run-topic-01;986080;1038;1038;1038
2026-01-18T16:02:09.1037793Z;long-run-topic-01;987111;1031;1031;1031
2026-01-18T16:02:10.1038025Z;long-run-topic-01;988080;969;969;969
2026-01-18T16:02:11.1098002Z;long-run-topic-01;989079;999;999;999
2026-01-18T16:02:12.1172706Z;long-run-topic-01;990122;1043;1043;1043
2026-01-18T16:02:13.1251280Z;long-run-topic-01;991107;985;985;985
2026-01-18T16:02:14.1264030Z;long-run-topic-01;992129;1022;1022;1022
2026-01-18T16:02:15.1351260Z;long-run-topic-01;993093;964;964;964
2026-01-18T16:02:16.1425303Z;long-run-topic-01;994182;1089;1089;1089
2026-01-18T16:02:17.1440081Z;long-run-topic-01;995145;963;963;963
2026-01-18T16:02:18.1437808Z;long-run-topic-01;996152;1007;1007;1007
2026-01-18T16:02:19.1486995Z;long-run-topic-01;997143;991;991;991
2026-01-18T16:02:20.1613475Z;long-run-topic-01;998185;1042;1042;1042
2026-01-18T16:02:21.1710094Z;long-run-topic-01;999202;1017;1017;1017
2026-01-18T16:02:22.1712405Z;long-run-topic-01;1000166;964;964;964
2026-01-18T16:02:23.1773713Z;long-run-topic-01;1001203;1037;1037;1037
2026-01-18T16:02:24.1865155Z;long-run-topic-01;1002190;987;987;987
2026-01-18T16:02:25.1941901Z;long-run-topic-01;1003227;1037;1037;1037
2026-01-18T16:02:26.2013000Z;long-run-topic-01;1004199;972;972;972
2026-01-18T16:02:27.2017843Z;long-run-topic-01;1005227;1028;1028;1028
2026-01-18T16:02:28.2020977Z;long-run-topic-01;1006243;1016;1016;1016
2026-01-18T16:02:29.2090242Z;long-run-topic-01;1007231;988;988;988
2026-01-18T16:02:30.2106706Z;long-run-topic-01;1008246;1015;1015;1015
2026-01-18T16:02:31.2112348Z;long-run-topic-01;1009254;1008;1008;1008
2026-01-18T16:02:32.2184366Z;long-run-topic-01;1010263;1009;1009;1009
2026-01-18T16:02:33.2187323Z;long-run-topic-01;1011274;1011;1011;1011
2026-01-18T16:02:34.2198686Z;long-run-topic-01;1012215;941;941;941
2026-01-18T16:02:35.2237731Z;long-run-topic-01;1013251;1036;1036;1036
2026-01-18T16:02:36.2247382Z;long-run-topic-01;1014273;1022;1022;1022
2026-01-18T16:02:37.2280946Z;long-run-topic-01;1015290;1017;1017;1017
2026-01-18T16:02:38.2337586Z;long-run-topic-01;1016272;982;982;982
2026-01-18T16:02:39.2434190Z;long-run-topic-01;1016986;714;714;714
2026-01-18T16:02:40.2544060Z;long-run-topic-01;1018295;1309;1309;1309
2026-01-18T16:02:41.2664497Z;long-run-topic-01;1019334;1039;1039;1039
2026-01-18T16:02:42.2763688Z;long-run-topic-01;1020350;1016;1016;1016
2026-01-18T16:02:43.2784367Z;long-run-topic-01;1021341;991;991;991
2026-01-18T16:02:44.2849913Z;long-run-topic-01;1022355;1014;1014;1014
2026-01-18T16:02:45.2865290Z;long-run-topic-01;1023333;978;978;978
2026-01-18T16:02:46.2928237Z;long-run-topic-01;1024393;1060;1060;1060
2026-01-18T16:02:47.2956518Z;long-run-topic-01;1025372;979;979;979
2026-01-18T16:02:48.3005182Z;long-run-topic-01;1026359;987;987;987
2026-01-18T16:02:49.3101452Z;long-run-topic-01;1027374;1015;1015;1015
2026-01-18T16:02:50.3187559Z;long-run-topic-01;1028405;1031;1031;1031
2026-01-18T16:02:51.3257823Z;long-run-topic-01;1029416;1011;1011;1011
2026-01-18T16:02:52.3339985Z;long-run-topic-01;1030413;997;997;997
2026-01-18T16:02:53.3341792Z;long-run-topic-01;1031403;990;990;990
2026-01-18T16:02:54.3334566Z;long-run-topic-01;1032445;1042;1042;1042
2026-01-18T16:02:55.3335224Z;long-run-topic-01;1033455;1010;1010;1010
2026-01-18T16:02:56.3428858Z;long-run-topic-01;1034450;995;995;995
2026-01-18T16:02:57.3563255Z;long-run-topic-01;1035437;987;987;987
2026-01-18T16:02:58.3590610Z;long-run-topic-01;1036468;1031;1031;1031
2026-01-18T16:02:59.3581768Z;long-run-topic-01;1037456;988;988;988
2026-01-18T16:03:00.3727584Z;long-run-topic-01;1038465;1009;1009;1009
2026-01-18T16:03:01.3856933Z;long-run-topic-01;1039481;1016;1016;1016
2026-01-18T16:03:02.3946443Z;long-run-topic-01;1040481;1000;1000;1000
2026-01-18T16:03:03.3954860Z;long-run-topic-01;1041487;1006;1006;1006
2026-01-18T16:03:04.4026276Z;long-run-topic-01;1042482;995;995;995
