ts_utc;topic;received_total;received_delta;msgs_per_sec;
2026-01-18T15:28:41.7362707Z;long-run-topic-01;0;0;0;0
2026-01-18T15:28:42.7466090Z;long-run-topic-01;595;595;595;595
2026-01-18T15:28:43.7472394Z;long-run-topic-01;1102;507;507;507
2026-01-18T15:28:44.7576668Z;long-run-topic-01;1602;500;500;500
2026-01-18T15:28:45.7705613Z;long-run-topic-01;2115;513;513;513
2026-01-18T15:28:46.7827764Z;long-run-topic-01;2635;520;520;520
2026-01-18T15:28:47.7952134Z;long-run-topic-01;3133;498;498;498
2026-01-18T15:28:48.8060413Z;long-run-topic-01;3675;542;542;542
2026-01-18T15:28:49.8087951Z;long-run-topic-01;4142;467;467;467
2026-01-18T15:28:50.8173103Z;long-run-topic-01;4646;504;504;504
2026-01-18T15:28:51.8175528Z;long-run-topic-01;5148;502;502;502
2026-01-18T15:28:52.8209614Z;long-run-topic-01;5660;512;512;512
2026-01-18T15:28:53.8304441Z;long-run-topic-01;6135;475;475;475
2026-01-18T15:28:54.8376909Z;long-run-topic-01;6674;539;539;539
2026-01-18T15:28:55.8483893Z;long-run-topic-01;7144;470;470;470
2026-01-18T15:28:56.8485233Z;long-run-topic-01;7683;539;539;539
2026-01-18T15:28:57.8490730Z;long-run-topic-01;8181;498;498;498
2026-01-18T15:28:58.8550353Z;long-run-topic-01;8671;490;490;490
2026-01-18T15:28:59.8599225Z;long-run-topic-01;9193;522;522;522
2026-01-18T15:29:00.8644342Z;long-run-topic-01;9688;495;495;495
2026-01-18T15:29:01.8649432Z;long-run-topic-01;10193;505;505;505
2026-01-18T15:29:02.8735833Z;long-run-topic-01;10699;506;506;506
2026-01-18T15:29:03.8735681Z;long-run-topic-01;11211;512;512;512
2026-01-18T15:29:04.8734062Z;long-run-topic-01;11703;492;492;492
2026-01-18T15:29:05.8732766Z;long-run-topic-01;12200;497;497;497
2026-01-18T15:29:06.8838488Z;long-run-topic-01;12706;506;506;506
2026-01-18T15:29:07.8904767Z;long-run-topic-01;13204;498;498;498
2026-01-18T15:29:08.8973982Z;long-run-topic-01;13709;505;505;505
2026-01-18T15:29:09.8987687Z;long-run-topic-01;14211;502;502;502
2026-01-18T15:29:10.8998879Z;long-run-topic-01;14709;498;498;498
2026-01-18T15:29:11.9031259Z;long-run-topic-01;15228;519;519;519
2026-01-18T15:29:12.9065616Z;long-run-topic-01;15713;485;485;485
2026-01-18T15:29:13.9068704Z;long-run-topic-01;16222;509;509;509
2026-01-18T15:29:14.9075918Z;long-run-topic-01;16738;516;516;516
2026-01-18T15:29:15.9139609Z;long-run-topic-01;17219;481;481;481
2026-01-18T15:29:16.9151385Z;long-run-topic-01;17729;510;510;510
2026-01-18T15:29:17.9251406Z;long-run-topic-01;18229;500;500;500
2026-01-18T15:29:18.9306317Z;long-run-topic-01;18728;499;499;499
2026-01-18T15:29:19.9311955Z;long-run-topic-01;19229;501;501;501
2026-01-18T15:29:20.9314825Z;long-run-topic-01;19742;513;513;513
2026-01-18T15:29:21.9388927Z;long-run-topic-01;20248;506;506;506
2026-01-18T15:29:22.9417914Z;long-run-topic-01;20743;495;495;495
2026-01-18T15:29:23.9418519Z;long-run-topic-01;21246;503;503;503
2026-01-18T15:29:24.9428194Z;long-run-topic-01;21728;482;482;482
2026-01-18T15:29:25.9497503Z;long-run-topic-01;22242;514;514;514
2026-01-18T15:29:26.9491882Z;long-run-topic-01;22754;512;512;512
2026-01-18T15:29:27.9564792Z;long-run-topic-01;23249;495;495;495
2026-01-18T15:29:28.9581188Z;long-run-topic-01;23760;511;511;511
2026-01-18T15:29:29.9598206Z;long-run-topic-01;24257;497;497;497
2026-01-18T15:29:30.9630845Z;long-run-topic-01;24753;496;496;496
2026-01-18T15:29:31.9782847Z;long-run-topic-01;25257;504;504;504
2026-01-18T15:29:32.9821484Z;long-run-topic-01;25776;519;519;519
2026-01-18T15:29:33.9822844Z;long-run-topic-01;26282;506;506;506
2026-01-18T15:29:34.9821835Z;long-run-topic-01;26779;497;497;497
2026-01-18T15:29:35.9823545Z;long-run-topic-01;27279;500;500;500
2026-01-18T15:29:36.9824508Z;long-run-topic-01;27761;482;482;482
2026-01-18T15:29:37.9927178Z;long-run-topic-01;28295;534;534;534
2026-01-18T15:29:39.0054779Z;long-run-topic-01;28788;493;493;493
2026-01-18T15:29:40.0068147Z;long-run-topic-01;29283;495;495;495
2026-01-18T15:29:41.0124550Z;long-run-topic-01;29783;500;500;500
2026-01-18T15:29:42.0167011Z;long-run-topic-01;30303;520;520;520
2026-01-18T15:29:43.0238896Z;long-run-topic-01;30490;187;187;187
2026-01-18T15:29:44.0326357Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:29:45.0323832Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:29:46.0333457Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:29:47.0341554Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:29:48.0365936Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:29:49.0469504Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:29:50.0593146Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:29:51.0675878Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:29:52.0756795Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:29:53.0821619Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:29:54.1255487Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:29:55.1253501Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:29:56.1394875Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:29:57.1489384Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:29:58.1498132Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:29:59.1564903Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:00.1644072Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:01.1739174Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:02.1748141Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:03.1744781Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:04.1862293Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:05.1994257Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:06.1995841Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:07.2149791Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:08.2142648Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:09.2154079Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:10.2157328Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:11.2252907Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:12.2324714Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:13.2328603Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:14.2397286Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:15.2467609Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:16.2628487Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:17.2740011Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:18.2884639Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:19.2978750Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:20.3112494Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:21.3210142Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:22.3223993Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:23.3312300Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:24.3331207Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:25.3406885Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:26.3411573Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:27.3483605Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:28.3570494Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:29.3579868Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:30.3586310Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:31.3721447Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:32.3751003Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:33.3834785Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:34.3881443Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:35.3900994Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:36.4082396Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:37.4164291Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:38.4284614Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:39.4334736Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:40.4394954Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:41.4407625Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:42.4480518Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:43.4577618Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:44.4583753Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:45.4581736Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:46.4730136Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:47.4820463Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:48.4834824Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:49.4835177Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:50.4834157Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:51.4916422Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:52.4976599Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:53.5075055Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:54.5118261Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:55.5239432Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:56.5238143Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:57.5242361Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:58.5246830Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:30:59.5333525Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:00.5418050Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:01.5488295Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:02.5482560Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:03.5569347Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:04.5726081Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:05.5746053Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:06.5824796Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:07.5906544Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:08.5911216Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:09.5915473Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:10.5915400Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:11.5991052Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:12.6119900Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:13.6166292Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:14.6167639Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:15.6165591Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:16.6162575Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:17.6242274Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:18.6250444Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:19.6329004Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:20.6333184Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:21.6437545Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:22.6495432Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:23.6640623Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:24.6783868Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:25.6905937Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:26.6914003Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:27.6915192Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:28.7000922Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:29.7083720Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:30.7236341Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:31.7237577Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:32.7249370Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:33.7407652Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:34.7417273Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:35.7415977Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:36.7412910Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:37.7486540Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:38.7498114Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:39.7563625Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:40.7582543Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:41.7642307Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:42.7665088Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:43.7666124Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:44.7662994Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:45.7820318Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:46.7826429Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:47.7904361Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:48.7916088Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:49.7999141Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:50.8150842Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:51.8217636Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:52.8237603Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:53.8248133Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:54.8331151Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:55.8417247Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:56.8418042Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:57.8490504Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:58.8576099Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:31:59.8570810Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:00.8578824Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:01.8622149Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:02.8657611Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:03.8734087Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:04.8741130Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:05.8831776Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:06.8832346Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:07.8914510Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:08.9041192Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:09.9068919Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:10.9078281Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:11.9162413Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:12.9162079Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:13.9163429Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:14.9245707Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:15.9305916Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:16.9329816Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:17.9330600Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:18.9332825Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:19.9408799Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:20.9496456Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:21.9496950Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:22.9577702Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:23.9663669Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:24.9816157Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:25.9867687Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:26.9889399Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:27.9899426Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:28.9914809Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:29.9998275Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:31.0158104Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:32.0240465Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:33.0314235Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:34.0332705Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:35.0410000Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:36.0407946Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:37.0487449Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:38.0630216Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:39.0660740Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:40.0734507Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:41.0746456Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:42.0823431Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:43.0906712Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:44.0980009Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:45.0997935Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:46.1070576Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:47.1222794Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:48.1245310Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:49.1239408Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:50.1246332Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:51.1329544Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:52.1475971Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:53.1564001Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:54.1658683Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:55.1665182Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:56.1817445Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:57.1810185Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:58.1908025Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:32:59.1995539Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:00.2081570Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:01.2152098Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:02.2163982Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:03.2238355Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:04.2379242Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:05.2385746Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:06.2414058Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:07.2414030Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:08.2412186Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:09.2489005Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:10.2487114Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:11.2496746Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:12.2577273Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:13.2655315Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:14.2722460Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:15.2726041Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:16.2822748Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:17.2828560Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:18.2963474Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:19.3060437Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:20.3077473Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:21.3161286Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:22.3237736Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:23.3233218Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:24.3246671Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:25.3331285Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:26.3412387Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:27.3463675Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:28.3496068Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:29.3492698Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:30.3537253Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:31.3648533Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:32.3726167Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:33.3746316Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:34.3816920Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:35.3828243Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:36.3890283Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:37.3911373Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:38.3910782Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:39.3909489Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:40.3911298Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:41.3916736Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:42.4061991Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:43.4066890Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:44.4078878Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:45.4225539Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:46.4242633Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:47.4246443Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:48.4238327Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:49.4247449Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:50.4328706Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:51.4328220Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:52.4387447Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:53.4399112Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:54.4413029Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:55.4407741Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:56.4413493Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:57.4572937Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:58.4651625Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:33:59.4662802Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:00.4661911Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:01.4668320Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:02.4732837Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:03.4746896Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:04.4830661Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:05.4904970Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:06.4911393Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:07.4911538Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:08.4972927Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:09.4982111Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:10.4996096Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:11.5079258Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:12.5078641Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:13.5225682Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:14.5318763Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:15.5319533Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:16.5327873Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:17.5412963Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:18.5569859Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:19.5567186Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:20.5579569Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:21.5577736Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:22.5578763Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:23.5647264Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:24.5661801Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:25.5655681Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:26.5662477Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:27.5661691Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:28.5659319Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:29.5653458Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:30.5654562Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:31.5653910Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:32.5738972Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:33.5830326Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:34.5973216Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:35.6046465Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:36.6069502Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:37.6078731Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:38.6163511Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:39.6246891Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:40.6238575Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:41.6240208Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:42.6237802Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:43.6239856Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:44.6241225Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:45.6240434Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:46.6240200Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:47.6244629Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:48.6242711Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:49.6242491Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:50.6241749Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:51.6245325Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:52.6312599Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:53.6320343Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:54.6324944Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:55.6406869Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:56.6406657Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:57.6404412Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:58.6406668Z;long-run-topic-01;30490;0;0;0
2026-01-18T15:34:59.6490476Z;long-run-topic-01;30490;0;0;0
