test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-01,02:00:00,global information,3600000,3600000,0,500,0.03,39.03,1059.32,0.09,61.25,170.5,280.32,62.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,sub_long-run-topic-01,02:00:10,global information,7122,7122,0,0.99,122.87,1012.28,1477.36,1007.1,1014.78,1044.99,1092.61,22.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-02,02:00:00,global information,3600000,3600000,0,500,0.03,39.16,907.47,0.09,61.34,170.5,280.06,62.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,sub_long-run-topic-02,02:00:10,global information,7120,7120,0,0.99,80.61,1012.56,1539.28,1007.1,1014.78,1048.06,1086.46,23.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-03,02:00:00,global information,3600000,3600000,0,500,0.03,39.28,1047.22,0.09,61.44,170.88,280.32,62.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,sub_long-run-topic-03,02:00:10,global information,7120,7120,0,0.99,900.74,1012.56,1496.3,1007.62,1014.78,1047.04,1089.54,19.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-04,02:00:00,global information,3600000,3600000,0,500,0.03,39.65,1093.91,0.09,61.6,171.14,281.6,63.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,sub_long-run-topic-04,02:00:10,global information,7124,7124,0,0.99,992.83,1011.99,1267.2,1007.1,1014.27,1045.5,1083.39,17.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-05,02:00:00,global information,3600000,3600000,0,500,0.03,40.05,1043.95,0.09,61.82,171.65,282.11,63.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,sub_long-run-topic-05,02:00:10,global information,7119,7119,0,0.99,15.43,1012.71,1572.13,1007.62,1015.3,1047.55,1087.49,23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-06,02:00:00,global information,3600000,3600000,0,500,0.03,40.48,1093.04,0.09,62.08,172.42,282.37,63.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,sub_long-run-topic-06,02:00:10,global information,7119,7119,0,0.99,699.46,1012.71,1526.3,1007.62,1015.3,1050.62,1086.46,19.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-07,02:00:00,global information,3600000,3600000,0,500,0.03,40.61,1090.03,0.09,62.14,172.29,282.11,63.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,sub_long-run-topic-07,02:00:10,global information,7119,7119,0,0.99,992.77,1012.71,1609.81,1007.62,1015.3,1047.04,1086.46,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-08,02:00:00,global information,3600000,3600000,0,500,0.03,40.81,1229.9,0.09,62.24,172.42,282.88,63.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,sub_long-run-topic-08,02:00:10,global information,7121,7121,0,0.99,605.11,1012.42,1615.53,1007.1,1014.78,1047.55,1088.51,21.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-09,02:00:00,global information,3600000,3600000,0,500,0.03,40.99,1166.29,0.09,62.37,172.67,282.88,63.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,sub_long-run-topic-09,02:00:10,global information,7122,7122,0,0.99,900.57,1012.28,1535.44,1007.1,1014.78,1046.02,1085.44,18.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-10,02:00:00,global information,3600000,3600000,0,500,0.03,41,1265.23,0.09,62.34,172.8,283.14,63.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,sub_long-run-topic-10,02:00:10,global information,7117,7117,0,0.99,900.57,1012.99,1519.68,1007.62,1015.3,1048.06,1090.56,20.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
