test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,long_run_long-run-topic-01,00:05:00,global information,1500000,1500000,0,5000,0.01,0.15,541.27,0.02,0.03,0.08,2.46,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,long_run_long-run-topic-02,00:05:00,global information,1500000,1500000,0,5000,0.01,0.14,710.02,0.02,0.03,0.08,2.42,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,long_run_long-run-topic-03,00:05:00,global information,1500000,1500000,0,5000,0.01,0.14,545.67,0.02,0.03,0.08,2.43,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,long_run_long-run-topic-04,00:05:00,global information,1500000,1500000,0,5000,0.01,0.14,468.73,0.02,0.03,0.08,2.45,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,long_run_long-run-topic-05,00:05:00,global information,1500000,1500000,0,5000,0.01,0.14,509.4,0.02,0.03,0.08,2.44,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,long_run_long-run-topic-06,00:05:00,global information,1500000,1500000,0,5000,0.01,0.15,454.55,0.02,0.03,0.08,2.48,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,long_run_long-run-topic-07,00:05:00,global information,1500000,1500000,0,5000,0.01,0.15,719.65,0.02,0.03,0.08,2.48,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,long_run_long-run-topic-08,00:05:00,global information,1500000,1500000,0,5000,0.01,0.18,666.6,0.02,0.03,0.08,2.5,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,long_run_long-run-topic-09,00:05:00,global information,1500000,1500000,0,5000,0.01,0.17,525.1,0.02,0.03,0.08,2.47,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,long_run_long-run-topic-10,00:05:00,global information,1500000,1500000,0,5000,0.01,0.16,531.3,0.02,0.03,0.08,2.48,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
