Row Labels;Sum of msgs_per_sec;;
2026-01-17T16:19:34.6190704Z;2258;;2258
2026-01-17T16:19:35.6711992Z;9260;;9260
2026-01-17T16:19:36.6766293Z;14754;;14754
2026-01-17T16:19:37.6896242Z;10305;;10305
2026-01-17T16:19:38.7583290Z;8703;;8703
2026-01-17T16:19:39.7687331Z;5861;;5861
2026-01-17T16:19:40.8881690Z;4673;;4673
2026-01-17T16:19:41.8930781Z;6848;;6848
2026-01-17T16:19:42.9355658Z;4779;;4779
2026-01-17T16:19:43.9477056Z;4196;;4196
2026-01-17T16:19:44.9520807Z;5659;;5659
2026-01-17T16:19:45.9536775Z;5951;;5951
2026-01-17T16:19:46.9640700Z;1981;;1981
2026-01-17T16:19:47.9852169Z;5514;;5514
2026-01-17T16:19:49.0136994Z;5996;;5996
2026-01-17T16:19:50.0160636Z;6917;;6917
2026-01-17T16:19:51.0186145Z;4797;;4797
2026-01-17T16:19:52.0230014Z;5982;;5982
2026-01-17T16:19:53.0405130Z;1377;;1377
2026-01-17T16:19:54.0405089Z;8677;;8677
2026-01-17T16:19:55.0415963Z;5225;;5225
2026-01-17T16:19:56.0419493Z;4297;;4297
2026-01-17T16:19:57.0448181Z;5664;;5664
2026-01-17T16:19:58.0567590Z;4528;;4528
2026-01-17T16:19:59.0576179Z;5800;;5800
2026-01-17T16:20:00.0597389Z;4916;;4916
2026-01-17T16:20:01.0633210Z;4379;;4379
2026-01-17T16:20:02.0656582Z;5665;;5665
2026-01-17T16:20:03.0651762Z;5032;;5032
2026-01-17T16:20:04.0759289Z;5025;;5025
2026-01-17T16:20:05.0781183Z;4932;;4932
2026-01-17T16:20:06.0806681Z;3169;;3169
2026-01-17T16:20:07.0804947Z;3322;;3322
2026-01-17T16:20:08.0808099Z;8639;;8639
2026-01-17T16:20:09.0811639Z;4449;;4449
2026-01-17T16:20:10.0821747Z;5561;;5561
2026-01-17T16:20:11.0831278Z;4863;;4863
2026-01-17T16:20:12.0903637Z;5072;;5072
2026-01-17T16:20:13.0906523Z;5053;;5053
2026-01-17T16:20:14.0907057Z;5021;;5021
2026-01-17T16:20:15.0901185Z;4891;;4891
2026-01-17T16:20:16.0910693Z;5045;;5045
2026-01-17T16:20:17.0973677Z;4857;;4857
2026-01-17T16:20:18.0995341Z;5153;;5153
2026-01-17T16:20:19.1073682Z;4996;;4996
2026-01-17T16:20:20.1143704Z;3786;;3786
2026-01-17T16:20:21.1155989Z;6219;;6219
2026-01-17T16:20:22.1152639Z;5016;;5016
2026-01-17T16:20:23.1153599Z;4939;;4939
2026-01-17T16:20:24.1158314Z;5057;;5057
2026-01-17T16:20:25.1155472Z;5008;;5008
2026-01-17T16:20:26.1157106Z;4886;;4886
2026-01-17T16:20:27.1219816Z;5094;;5094
2026-01-17T16:20:28.1230231Z;4912;;4912
2026-01-17T16:20:29.1245771Z;5115;;5115
2026-01-17T16:20:30.1309586Z;4962;;4962
2026-01-17T16:20:31.1323459Z;5021;;5021
2026-01-17T16:20:32.1371243Z;5001;;5001
2026-01-17T16:20:33.1398933Z;4979;;4979
2026-01-17T16:20:34.1502158Z;5059;;5059
2026-01-17T16:20:35.1543298Z;4931;;4931
2026-01-17T16:20:36.1572236Z;5036;;5036
2026-01-17T16:20:37.1579177Z;4984;;4984
2026-01-17T16:20:38.1659102Z;5028;;5028
2026-01-17T16:20:39.1792650Z;4360;;4360
2026-01-17T16:20:40.1834617Z;5516;;5516
2026-01-17T16:20:41.1997316Z;5054;;5054
2026-01-17T16:20:42.2025224Z;284;;284
2026-01-17T16:20:43.2033155Z;9761;;9761
2026-01-17T16:20:44.2761455Z;4991;;4991
2026-01-17T16:20:45.4622029Z;323;;323
2026-01-17T16:20:46.4661325Z;5345;;5345
2026-01-17T16:20:47.4773639Z;9489;;9489
2026-01-17T16:20:48.4870307Z;4859;;4859
2026-01-17T16:20:49.4867316Z;2146;;2146
2026-01-17T16:20:50.4861947Z;7952;;7952
2026-01-17T16:20:51.4991328Z;5310;;5310
2026-01-17T16:20:52.5051733Z;4756;;4756
2026-01-17T16:20:53.5138206Z;5302;;5302
2026-01-17T16:20:54.5786635Z;5086;;5086
2026-01-17T16:20:55.5913874Z;5559;;5559
2026-01-17T16:20:56.5977697Z;4519;;4519
2026-01-17T16:20:57.6661311Z;5045;;5045
2026-01-17T16:20:58.6700703Z;5380;;5380
2026-01-17T16:20:59.6836204Z;4985;;4985
2026-01-17T16:21:01.2468578Z;4175;;4175
2026-01-17T16:21:02.2467452Z;4695;;4695
2026-01-17T16:21:03.2879720Z;9434;;9434
2026-01-17T16:21:04.3729955Z;5793;;5793
2026-01-17T16:21:05.4156616Z;5257;;5257
2026-01-17T16:21:06.4762574Z;4858;;4858
2026-01-17T16:21:07.4888475Z;5017;;5017
2026-01-17T16:21:08.5358896Z;5652;;5652
2026-01-17T16:21:09.5392377Z;4990;;4990
2026-01-17T16:21:10.5923543Z;5009;;5009
2026-01-17T16:21:11.6550898Z;4923;;4923
2026-01-17T16:21:12.7186290Z;5561;;5561
2026-01-17T16:21:13.7187979Z;4895;;4895
2026-01-17T16:21:14.7610324Z;5512;;5512
2026-01-17T16:21:15.7765703Z;4545;;4545
2026-01-17T16:21:16.8547625Z;5211;;5211
2026-01-17T16:21:18.1298676Z;3663;;3663
2026-01-17T16:21:19.1358023Z;7040;;7040
2026-01-17T16:21:20.1382321Z;7704;;7704
2026-01-17T16:21:21.1428651Z;4577;;4577
2026-01-17T16:21:22.1428124Z;5315;;5315
2026-01-17T16:21:23.1489421Z;5065;;5065
2026-01-17T16:21:24.1499223Z;5021;;5021
2026-01-17T16:21:25.1562021Z;4992;;4992
2026-01-17T16:21:26.1642889Z;5036;;5036
2026-01-17T16:21:27.1653301Z;5051;;5051
2026-01-17T16:21:28.1730054Z;4033;;4033
2026-01-17T16:21:29.1780589Z;5899;;5899
2026-01-17T16:21:30.1894732Z;4929;;4929
2026-01-17T16:21:31.1909839Z;5068;;5068
2026-01-17T16:21:32.1957991Z;1475;;1475
2026-01-17T16:21:33.2048099Z;8483;;8483
2026-01-17T16:21:34.2438545Z;5047;;5047
2026-01-17T16:21:35.2441960Z;559;;559
2026-01-17T16:21:36.2512285Z;7985;;7985
2026-01-17T16:21:37.4064166Z;6512;;6512
2026-01-17T16:21:38.4553907Z;5308;;5308
2026-01-17T16:21:39.5064270Z;5175;;5175
2026-01-17T16:21:40.5125480Z;4630;;4630
2026-01-17T16:21:41.5138087Z;70;;70
2026-01-17T16:21:42.5917079Z;4536;;4536
2026-01-17T16:21:43.6338839Z;9528;;9528
2026-01-17T16:21:44.6726180Z;7061;;7061
2026-01-17T16:21:45.6740528Z;5213;;5213
2026-01-17T16:21:46.7645180Z;4906;;4906
2026-01-17T16:21:47.7725468Z;3733;;3733
2026-01-17T16:21:48.7738656Z;3253;;3253
2026-01-17T16:21:49.7780741Z;7315;;7315
2026-01-17T16:21:50.7813640Z;5210;;5210
2026-01-17T16:21:51.7818638Z;5785;;5785
2026-01-17T16:21:52.8786856Z;4976;;4976
2026-01-17T16:21:53.9905096Z;5109;;5109
2026-01-17T16:21:54.9927683Z;6266;;6266
2026-01-17T16:21:55.9947698Z;4962;;4962
2026-01-17T16:21:56.9983681Z;4838;;4838
2026-01-17T16:21:58.0017967Z;5040;;5040
2026-01-17T16:21:59.0062658Z;5058;;5058
2026-01-17T16:22:00.0116305Z;5825;;5825
2026-01-17T16:22:01.0151238Z;1817;;1817
2026-01-17T16:22:02.0158931Z;7460;;7460
2026-01-17T16:22:03.0183494Z;5729;;5729
2026-01-17T16:22:04.0577620Z;1683;;1683
2026-01-17T16:22:05.0624807Z;9220;;9220
2026-01-17T16:22:06.0719273Z;5238;;5238
2026-01-17T16:22:07.0803869Z;4978;;4978
2026-01-17T16:22:08.0812083Z;5105;;5105
2026-01-17T16:22:09.0821667Z;4974;;4974
2026-01-17T16:22:10.0905160Z;5002;;5002
2026-01-17T16:22:11.0906266Z;4857;;4857
2026-01-17T16:22:12.0978241Z;4967;;4967
2026-01-17T16:22:13.0992623Z;387;;387
2026-01-17T16:22:14.1041615Z;8181;;8181
2026-01-17T16:22:15.1153447Z;6561;;6561
2026-01-17T16:22:16.1153599Z;4983;;4983
2026-01-17T16:22:17.1166265Z;5018;;5018
2026-01-17T16:22:18.1183128Z;4458;;4458
2026-01-17T16:22:19.1236455Z;5545;;5545
2026-01-17T16:22:20.1318114Z;5029;;5029
2026-01-17T16:22:21.1326390Z;4879;;4879
2026-01-17T16:22:22.1383857Z;5115;;5115
2026-01-17T16:22:23.1402542Z;4898;;4898
2026-01-17T16:22:24.1409601Z;4999;;4999
2026-01-17T16:22:25.1476028Z;5066;;5066
2026-01-17T16:22:26.1489797Z;5052;;5052
2026-01-17T16:22:27.1565883Z;4908;;4908
2026-01-17T16:22:28.1648205Z;4928;;4928
2026-01-17T16:22:29.1698902Z;4213;;4213
2026-01-17T16:22:30.1727515Z;5922;;5922
2026-01-17T16:22:31.1733538Z;5015;;5015
2026-01-17T16:22:32.1814171Z;5007;;5007
2026-01-17T16:22:33.1828231Z;4919;;4919
2026-01-17T16:22:34.1892610Z;4916;;4916
2026-01-17T16:22:35.1994379Z;5064;;5064
2026-01-17T16:22:36.2949286Z;5036;;5036
2026-01-17T16:22:37.3504633Z;1298;;1298
2026-01-17T16:22:38.3582747Z;8837;;8837
2026-01-17T16:22:39.4027291Z;5203;;5203
2026-01-17T16:22:40.4060959Z;4738;;4738
2026-01-17T16:22:41.4083543Z;2864;;2864
2026-01-17T16:22:42.4435655Z;7494;;7494
2026-01-17T16:22:43.5564740Z;4785;;4785
2026-01-17T16:22:44.5575300Z;5000;;5000
2026-01-17T16:22:45.6236183Z;5244;;5244
2026-01-17T16:22:46.6690758Z;5248;;5248
2026-01-17T16:22:47.6754372Z;4559;;4559
2026-01-17T16:22:48.7348114Z;6062;;6062
2026-01-17T16:22:49.7359030Z;5103;;5103
2026-01-17T16:22:50.7666010Z;5674;;5674
2026-01-17T16:22:51.7799592Z;3748;;3748
2026-01-17T16:22:52.7795914Z;5720;;5720
2026-01-17T16:22:53.7797703Z;5262;;5262
2026-01-17T16:22:54.8206479Z;5484;;5484
2026-01-17T16:22:55.8559819Z;5052;;5052
2026-01-17T16:22:56.9012438Z;5257;;5257
2026-01-17T16:22:57.9635033Z;4239;;4239
2026-01-17T16:22:58.9799169Z;5656;;5656
2026-01-17T16:22:59.9799661Z;5313;;5313
2026-01-17T16:23:01.0682462Z;2786;;2786
2026-01-17T16:23:02.0786654Z;7389;;7389
2026-01-17T16:23:03.0815169Z;6917;;6917
2026-01-17T16:23:04.0840589Z;4280;;4280
2026-01-17T16:23:05.0902722Z;5834;;5834
2026-01-17T16:23:06.0998376Z;4136;;4136
2026-01-17T16:23:07.0995760Z;5868;;5868
2026-01-17T16:23:08.1101111Z;4920;;4920
2026-01-17T16:23:09.1151982Z;4739;;4739
2026-01-17T16:23:10.1155408Z;5363;;5363
2026-01-17T16:23:11.1159014Z;5036;;5036
2026-01-17T16:23:12.1220330Z;4891;;4891
2026-01-17T16:23:13.1232018Z;4926;;4926
2026-01-17T16:23:14.1239948Z;4967;;4967
2026-01-17T16:23:15.1312149Z;5115;;5115
2026-01-17T16:23:16.1413360Z;4974;;4974
2026-01-17T16:23:17.1502702Z;4457;;4457
2026-01-17T16:23:18.1672813Z;5522;;5522
2026-01-17T16:23:19.1684366Z;928;;928
2026-01-17T16:23:20.1736044Z;9169;;9169
2026-01-17T16:23:21.1740580Z;5005;;5005
2026-01-17T16:23:22.3010468Z;186;;186
2026-01-17T16:23:23.3363480Z;9176;;9176
2026-01-17T16:23:24.3743628Z;5953;;5953
2026-01-17T16:23:25.5351014Z;4811;;4811
2026-01-17T16:23:26.5916196Z;5508;;5508
2026-01-17T16:23:27.6422556Z;5613;;5613
2026-01-17T16:23:28.6922392Z;5047;;5047
2026-01-17T16:23:29.6930230Z;5107;;5107
2026-01-17T16:23:30.7578210Z;5207;;5207
2026-01-17T16:23:31.8103559Z;5032;;5032
2026-01-17T16:23:32.8233359Z;4065;;4065
2026-01-17T16:23:33.8340878Z;5951;;5951
2026-01-17T16:23:34.8349268Z;5284;;5284
2026-01-17T16:23:35.9109335Z;4631;;4631
2026-01-17T16:23:36.9162258Z;5746;;5746
2026-01-17T16:23:37.9181019Z;5446;;5446
2026-01-17T16:23:38.9197505Z;2382;;2382
2026-01-17T16:23:39.9232837Z;5146;;5146
2026-01-17T16:23:40.9274524Z;7086;;7086
2026-01-17T16:23:41.9340200Z;4369;;4369
2026-01-17T16:23:42.9332321Z;5745;;5745
2026-01-17T16:23:43.9880186Z;4491;;4491
2026-01-17T16:23:44.9972749Z;5750;;5750
2026-01-17T16:23:45.9993603Z;5591;;5591
2026-01-17T16:23:47.0107704Z;4308;;4308
2026-01-17T16:23:48.0132724Z;4564;;4564
2026-01-17T16:23:49.0175495Z;6336;;6336
2026-01-17T16:23:50.0184582Z;5523;;5523
2026-01-17T16:23:51.0242034Z;5196;;5196
2026-01-17T16:23:52.0310216Z;4627;;4627
2026-01-17T16:23:53.0462312Z;5251;;5251
2026-01-17T16:23:54.0558770Z;5809;;5809
2026-01-17T16:23:55.0649166Z;2926;;2926
2026-01-17T16:23:56.0664904Z;7127;;7127
2026-01-17T16:23:57.0897667Z;518;;518
2026-01-17T16:23:58.0898407Z;9072;;9072
2026-01-17T16:23:59.0902706Z;5372;;5372
2026-01-17T16:24:00.0909373Z;5081;;5081
2026-01-17T16:24:01.0911793Z;4897;;4897
2026-01-17T16:24:02.0910521Z;5081;;5081
2026-01-17T16:24:03.1788219Z;404;;404
2026-01-17T16:24:04.1820385Z;8844;;8844
2026-01-17T16:24:05.1834340Z;5757;;5757
2026-01-17T16:24:06.1997331Z;4975;;4975
2026-01-17T16:24:07.2715128Z;4931;;4931
2026-01-17T16:24:08.3284239Z;5071;;5071
2026-01-17T16:24:09.3602443Z;5260;;5260
2026-01-17T16:24:10.4073446Z;4988;;4988
2026-01-17T16:24:11.4507241Z;5188;;5188
2026-01-17T16:24:12.5032519Z;5083;;5083
2026-01-17T16:24:13.5372980Z;4966;;4966
2026-01-17T16:24:14.5823812Z;5543;;5543
2026-01-17T16:24:15.6462511Z;4904;;4904
2026-01-17T16:24:16.6928127Z;5340;;5340
2026-01-17T16:24:17.7466332Z;5301;;5301
2026-01-17T16:24:18.7476837Z;3517;;3517
2026-01-17T16:24:19.7576484Z;5233;;5233
2026-01-17T16:24:20.7574860Z;5666;;5666
2026-01-17T16:24:21.7685676Z;3020;;3020
2026-01-17T16:24:22.8273471Z;5759;;5759
2026-01-17T16:24:23.8320658Z;7019;;7019
2026-01-17T16:24:24.9695058Z;3524;;3524
2026-01-17T16:24:25.9698202Z;7148;;7148
2026-01-17T16:24:26.9960548Z;5172;;5172
2026-01-17T16:24:27.9975349Z;4761;;4761
2026-01-17T16:24:29.0035615Z;5391;;5391
2026-01-17T16:24:30.0192159Z;4697;;4697
2026-01-17T16:24:31.0221772Z;4344;;4344
2026-01-17T16:24:32.0374464Z;3682;;3682
2026-01-17T16:24:33.0416480Z;7001;;7001
2026-01-17T16:24:34.0435248Z;7160;;7160
2026-01-17T16:24:35.0469353Z;5191;;5191
2026-01-17T16:24:36.0486334Z;1516;;1516
2026-01-17T16:24:37.0526487Z;8070;;8070
2026-01-17T16:24:38.0574115Z;5540;;5540
2026-01-17T16:24:39.0570888Z;240;;240
2026-01-17T16:24:40.0577632Z;7663;;7663
2026-01-17T16:24:41.0793374Z;5611;;5611
2026-01-17T16:24:42.0878718Z;5660;;5660
2026-01-17T16:24:43.0981853Z;5634;;5634
2026-01-17T16:24:44.0987521Z;5238;;5238
2026-01-17T16:24:45.0986983Z;5015;;5015
2026-01-17T16:24:46.0986409Z;4364;;4364
2026-01-17T16:24:47.1012901Z;5588;;5588
2026-01-17T16:24:48.1008026Z;4730;;4730
2026-01-17T16:24:49.1042892Z;4513;;4513
2026-01-17T16:24:50.1073626Z;5710;;5710
2026-01-17T16:24:51.1130555Z;5035;;5035
2026-01-17T16:24:52.1153763Z;5069;;5069
2026-01-17T16:24:53.1237197Z;4815;;4815
2026-01-17T16:24:54.1308318Z;5085;;5085
2026-01-17T16:24:55.1323233Z;4977;;4977
2026-01-17T16:24:56.1407869Z;5008;;5008
2026-01-17T16:24:57.1476887Z;4885;;4885
2026-01-17T16:24:58.1489961Z;5104;;5104
2026-01-17T16:24:59.1530663Z;4054;;4054
2026-01-17T16:25:00.1555002Z;5992;;5992
2026-01-17T16:25:01.1562806Z;4938;;4938
2026-01-17T16:25:02.1572410Z;4893;;4893
2026-01-17T16:25:03.1657038Z;4998;;4998
2026-01-17T16:25:04.1658221Z;5181;;5181
2026-01-17T16:25:05.1737925Z;4917;;4917
2026-01-17T16:25:06.1743828Z;5015;;5015
2026-01-17T16:25:07.1824084Z;5054;;5054
2026-01-17T16:25:08.1891727Z;4961;;4961
2026-01-17T16:25:09.1985345Z;5002;;5002
2026-01-17T16:25:10.2197930Z;5060;;5060
2026-01-17T16:25:11.2495726Z;4991;;4991
2026-01-17T16:25:12.3507194Z;5109;;5109
2026-01-17T16:25:13.3901439Z;5127;;5127
2026-01-17T16:25:14.3980618Z;4821;;4821
2026-01-17T16:25:15.4434010Z;5522;;5522
2026-01-17T16:25:16.4438809Z;4772;;4772
2026-01-17T16:25:17.4710007Z;5090;;5090
2026-01-17T16:25:18.5187373Z;5342;;5342
2026-01-17T16:25:19.5595675Z;5078;;5078
2026-01-17T16:25:20.5596931Z;4999;;4999
2026-01-17T16:25:21.6294771Z;5183;;5183
2026-01-17T16:25:22.6375254Z;4752;;4752
2026-01-17T16:25:23.6449291Z;5490;;5490
2026-01-17T16:25:24.6563958Z;5084;;5084
2026-01-17T16:25:25.6962573Z;4894;;4894
2026-01-17T16:25:26.7916192Z;4403;;4403
2026-01-17T16:25:27.7927942Z;6300;;6300
2026-01-17T16:25:28.8372127Z;5085;;5085
2026-01-17T16:25:29.8383336Z;5182;;5182
2026-01-17T16:25:30.8403613Z;4541;;4541
2026-01-17T16:25:31.8515004Z;5115;;5115
2026-01-17T16:25:32.8564964Z;5122;;5122
2026-01-17T16:25:33.9185538Z;5148;;5148
2026-01-17T16:25:34.9291920Z;5292;;5292
2026-01-17T16:25:35.9316999Z;5312;;5312
2026-01-17T16:25:36.9364583Z;4267;;4267
2026-01-17T16:25:37.9574116Z;6050;;6050
2026-01-17T16:25:38.9704830Z;4661;;4661
2026-01-17T16:25:39.9771843Z;4555;;4555
2026-01-17T16:25:40.9956329Z;4319;;4319
2026-01-17T16:25:42.0150688Z;4930;;4930
2026-01-17T16:25:43.0277071Z;7302;;7302
2026-01-17T16:25:44.0280700Z;1451;;1451
2026-01-17T16:25:45.0360821Z;8820;;8820
2026-01-17T16:25:46.0402911Z;5181;;5181
2026-01-17T16:25:47.0515513Z;4348;;4348
2026-01-17T16:25:48.0587890Z;5884;;5884
2026-01-17T16:25:49.0610513Z;5481;;5481
2026-01-17T16:25:50.0656402Z;4978;;4978
2026-01-17T16:25:51.0806159Z;3191;;3191
2026-01-17T16:25:52.0885225Z;6731;;6731
2026-01-17T16:25:53.0980560Z;2547;;2547
2026-01-17T16:25:54.1057443Z;7538;;7538
2026-01-17T16:25:55.1071253Z;4128;;4128
2026-01-17T16:25:56.1079541Z;5863;;5863
2026-01-17T16:25:57.1180181Z;4192;;4192
2026-01-17T16:25:58.1180355Z;5805;;5805
2026-01-17T16:25:59.1232022Z;4933;;4933
2026-01-17T16:26:00.1241054Z;4630;;4630
2026-01-17T16:26:01.1240464Z;5405;;5405
2026-01-17T16:26:02.1258397Z;4541;;4541
2026-01-17T16:26:03.1322746Z;5490;;5490
2026-01-17T16:26:04.1313847Z;4162;;4162
2026-01-17T16:26:05.1326776Z;5896;;5896
2026-01-17T16:26:06.1358063Z;3661;;3661
2026-01-17T16:26:07.1481846Z;6268;;6268
2026-01-17T16:26:08.1491427Z;5039;;5039
2026-01-17T16:26:09.1483670Z;4268;;4268
2026-01-17T16:26:10.1512515Z;5742;;5742
2026-01-17T16:26:11.1535718Z;4905;;4905
2026-01-17T16:26:12.1539188Z;5109;;5109
2026-01-17T16:26:13.1574675Z;4993;;4993
2026-01-17T16:26:14.1639952Z;5021;;5021
2026-01-17T16:26:15.1728832Z;4868;;4868
2026-01-17T16:26:16.1784040Z;5045;;5045
2026-01-17T16:26:17.1877271Z;2102;;2102
2026-01-17T16:26:18.1886628Z;7886;;7886
2026-01-17T16:26:19.1888942Z;5114;;5114
2026-01-17T16:26:20.1972639Z;4949;;4949
2026-01-17T16:26:21.2079798Z;4987;;4987
2026-01-17T16:26:22.2495406Z;5087;;5087
2026-01-17T16:26:23.2939424Z;5004;;5004
2026-01-17T16:26:24.3460930Z;5086;;5086
2026-01-17T16:26:25.3530536Z;4902;;4902
2026-01-17T16:26:26.3900759Z;5218;;5218
2026-01-17T16:26:27.3912544Z;4885;;4885
2026-01-17T16:26:28.4507069Z;5127;;5127
2026-01-17T16:26:29.4859674Z;5353;;5353
2026-01-17T16:26:30.4847635Z;4579;;4579
2026-01-17T16:26:31.5249152Z;5650;;5650
2026-01-17T16:26:32.5846384Z;4844;;4844
2026-01-17T16:26:33.6511091Z;4842;;4842
2026-01-17T16:26:34.6997496Z;5930;;5930
2026-01-17T16:26:35.7006560Z;4034;;4034
2026-01-17T16:26:36.7360934Z;6328;;6328
2026-01-17T16:26:37.7459035Z;3531;;3531
2026-01-17T16:26:38.7459837Z;6059;;6059
2026-01-17T16:26:39.8137509Z;4999;;4999
2026-01-17T16:26:40.8467838Z;5742;;5742
2026-01-17T16:26:41.9080143Z;5314;;5314
2026-01-17T16:26:43.1175306Z;2725;;2725
2026-01-17T16:26:44.1241062Z;9337;;9337
2026-01-17T16:26:45.1236215Z;5429;;5429
2026-01-17T16:26:46.1329881Z;4976;;4976
2026-01-17T16:26:47.1467191Z;3689;;3689
2026-01-17T16:26:48.1557451Z;6310;;6310
2026-01-17T16:26:49.1644170Z;4985;;4985
2026-01-17T16:26:50.1731848Z;5100;;5100
2026-01-17T16:26:51.1749585Z;5031;;5031
2026-01-17T16:26:52.1768421Z;4926;;4926
2026-01-17T16:26:53.1898686Z;4953;;4953
2026-01-17T16:26:54.2030924Z;5028;;5028
2026-01-17T16:26:55.2402724Z;4946;;4946
2026-01-17T16:26:56.2409199Z;5044;;5044
2026-01-17T16:26:57.2771683Z;5192;;5192
2026-01-17T16:26:58.3234008Z;5044;;5044
2026-01-17T16:26:59.3717802Z;4960;;4960
2026-01-17T16:27:00.4101506Z;5029;;5029
2026-01-17T16:27:01.4448325Z;5217;;5217
2026-01-17T16:27:02.4840295Z;5114;;5114
2026-01-17T16:27:03.4897646Z;4960;;4960
2026-01-17T16:27:04.4920377Z;4068;;4068
2026-01-17T16:27:05.5003490Z;5550;;5550
2026-01-17T16:27:06.5510759Z;5530;;5530
2026-01-17T16:27:07.6045439Z;5029;;5029
2026-01-17T16:27:08.6399408Z;5617;;5617
2026-01-17T16:27:09.6433602Z;4906;;4906
2026-01-17T16:27:10.6855715Z;4837;;4837
2026-01-17T16:27:11.7363000Z;5560;;5560
2026-01-17T16:27:12.7391441Z;5158;;5158
2026-01-17T16:27:13.8118716Z;4163;;4163
2026-01-17T16:27:14.8227786Z;6493;;6493
2026-01-17T16:27:15.8966172Z;3874;;3874
2026-01-17T16:27:16.9047042Z;5421;;5421
2026-01-17T16:27:17.9062063Z;5923;;5923
2026-01-17T16:27:18.9753535Z;3888;;3888
2026-01-17T16:27:19.9876421Z;6453;;6453
2026-01-17T16:27:20.9998434Z;5278;;5278
2026-01-17T16:27:22.0122196Z;5081;;5081
2026-01-17T16:27:23.0201365Z;4860;;4860
2026-01-17T16:27:24.0346903Z;5333;;5333
2026-01-17T16:27:25.0349515Z;5825;;5825
2026-01-17T16:27:26.0443813Z;5553;;5553
2026-01-17T16:27:27.0545316Z;4804;;4804
2026-01-17T16:27:28.0611821Z;5331;;5331
2026-01-17T16:27:29.0620905Z;4959;;4959
2026-01-17T16:27:30.0643622Z;4715;;4715
2026-01-17T16:27:31.0733184Z;2814;;2814
2026-01-17T16:27:32.0845194Z;7442;;7442
2026-01-17T16:27:33.0890142Z;4730;;4730
2026-01-17T16:27:34.0906321Z;5294;;5294
2026-01-17T16:27:35.0914405Z;4907;;4907
2026-01-17T16:27:36.0950262Z;5000;;5000
2026-01-17T16:27:37.0993821Z;5100;;5100
2026-01-17T16:27:38.0988640Z;4785;;4785
2026-01-17T16:27:39.1067396Z;5176;;5176
2026-01-17T16:27:40.1072790Z;4974;;4974
2026-01-17T16:27:41.1084079Z;5146;;5146
2026-01-17T16:27:42.1136793Z;4174;;4174
2026-01-17T16:27:43.1189574Z;4558;;4558
2026-01-17T16:27:44.1238260Z;6082;;6082
2026-01-17T16:27:45.1321392Z;4986;;4986
2026-01-17T16:27:46.1374604Z;5021;;5021
2026-01-17T16:27:47.1404205Z;5090;;5090
2026-01-17T16:27:48.1611431Z;363;;363
2026-01-17T16:27:49.1609702Z;9147;;9147
2026-01-17T16:27:50.1633967Z;5508;;5508
2026-01-17T16:27:51.2287678Z;400;;400
2026-01-17T16:27:52.2659730Z;7613;;7613
2026-01-17T16:27:53.2921653Z;7173;;7173
2026-01-17T16:27:54.3362668Z;5016;;5016
2026-01-17T16:27:55.4946796Z;4945;;4945
2026-01-17T16:27:56.5513061Z;1324;;1324
2026-01-17T16:27:57.6113529Z;8234;;8234
2026-01-17T16:27:58.9268206Z;5455;;5455
2026-01-17T16:27:59.9923360Z;4462;;4462
2026-01-17T16:28:00.9987375Z;7803;;7803
2026-01-17T16:28:02.0043089Z;6285;;6285
2026-01-17T16:28:03.0062759Z;5119;;5119
2026-01-17T16:28:04.0132012Z;4895;;4895
2026-01-17T16:28:05.0175192Z;4763;;4763
2026-01-17T16:28:06.0240199Z;4263;;4263
2026-01-17T16:28:07.0330882Z;5869;;5869
2026-01-17T16:28:08.0338535Z;5378;;5378
2026-01-17T16:28:09.0403469Z;4580;;4580
2026-01-17T16:28:10.0451258Z;6217;;6217
2026-01-17T16:28:11.0513490Z;2969;;2969
2026-01-17T16:28:12.0576285Z;6512;;6512
2026-01-17T16:28:13.0589033Z;5007;;5007
2026-01-17T16:28:14.0595903Z;2575;;2575
2026-01-17T16:28:15.0627203Z;8111;;8111
2026-01-17T16:28:16.0715700Z;3806;;3806
2026-01-17T16:28:17.0723792Z;5934;;5934
2026-01-17T16:28:18.0741845Z;5189;;5189
2026-01-17T16:28:19.0738741Z;4067;;4067
2026-01-17T16:28:20.0750840Z;5948;;5948
2026-01-17T16:28:21.0766314Z;4432;;4432
2026-01-17T16:28:22.0772014Z;921;;921
2026-01-17T16:28:23.0784213Z;6160;;6160
2026-01-17T16:28:24.0820931Z;8659;;8659
2026-01-17T16:28:25.0897363Z;4858;;4858
2026-01-17T16:28:26.0906374Z;5036;;5036
2026-01-17T16:28:27.0990626Z;5005;;5005
2026-01-17T16:28:28.1047639Z;4577;;4577
2026-01-17T16:28:29.1150666Z;5407;;5407
2026-01-17T16:28:30.1159382Z;4986;;4986
2026-01-17T16:28:31.1217718Z;5056;;5056
2026-01-17T16:28:32.1239327Z;5050;;5050
2026-01-17T16:28:33.1326207Z;4880;;4880
2026-01-17T16:28:34.1362723Z;5033;;5033
2026-01-17T16:28:35.1411624Z;4965;;4965
2026-01-17T16:28:36.1471100Z;5007;;5007
2026-01-17T16:28:37.1559345Z;5048;;5048
2026-01-17T16:28:38.1613558Z;4345;;4345
2026-01-17T16:28:39.1647822Z;5658;;5658
2026-01-17T16:28:40.1734052Z;5014;;5014
2026-01-17T16:28:41.1740507Z;4903;;4903
2026-01-17T16:28:42.1781813Z;3112;;3112
