test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-01,00:59:44,global information,1792500,1792500,0,500.14,0.04,1.21,158.82,0.85,1.48,3.85,7.91,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,sub_long-run-topic-01,00:59:42,global information,2248,2248,0,0.63,992.95,1594.08,11190.9,1011.2,1879.04,4214.78,6180.86,1098.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-02,00:59:42,global information,1791500,1791500,0,500.14,0.03,1.14,234.71,0.82,1.41,3.59,7.48,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,sub_long-run-topic-02,00:59:42,global information,2314,2314,0,0.65,993.01,1546.3,11407.63,1010.18,1830.91,4122.62,5816.32,1048.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-03,00:59:42,global information,1791500,1791500,0,500.14,0.04,1.14,245.68,0.82,1.42,3.61,7.5,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,sub_long-run-topic-03,00:59:42,global information,2278,2278,0,0.64,993.42,1570.74,10133.71,1011.2,1864.7,4116.48,5959.68,1055.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-04,00:59:42,global information,1791500,1791500,0,500.14,0.04,1.14,230.01,0.82,1.41,3.59,7.49,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,sub_long-run-topic-04,00:59:42,global information,2222,2222,0,0.62,992.78,1611.28,11348.09,1011.71,1892.35,4218.88,6037.5,1102.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-05,00:59:42,global information,1791500,1791500,0,500.14,0.03,1.14,271,0.82,1.41,3.59,7.46,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,sub_long-run-topic-05,00:59:42,global information,2247,2247,0,0.63,992.93,1592.41,11519.46,1011.71,1883.14,4153.34,5804.03,1077.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-06,00:59:42,global information,1791500,1791500,0,500.14,0.02,1.14,171.76,0.82,1.42,3.6,7.44,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,sub_long-run-topic-06,00:59:42,global information,2244,2244,0,0.63,991.58,1594.54,11271.04,1011.2,1868.8,4214.78,6004.74,1101.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-07,00:59:42,global information,1791500,1791500,0,500.14,0.04,1.14,285.7,0.82,1.42,3.62,7.48,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,sub_long-run-topic-07,00:59:42,global information,2256,2256,0,0.63,993.5,1586.07,10189.45,1011.2,1867.78,4206.59,5701.63,1070.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-08,00:59:42,global information,1791500,1791500,0,500.14,0.04,1.15,235.16,0.83,1.43,3.65,7.52,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,sub_long-run-topic-08,00:59:42,global information,2255,2255,0,0.63,993.65,1587.71,11229.85,1011.2,1870.85,4169.73,5951.49,1086.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-09,00:59:42,global information,1791500,1791500,0,500.14,0.02,1.15,300.45,0.83,1.43,3.64,7.47,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,sub_long-run-topic-09,00:59:42,global information,2258,2258,0,0.63,992.9,1585.6,11292.55,1011.2,1869.82,4161.54,6033.41,1092.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,E2E_MultiTopic,pub_long-run-topic-10,00:59:42,global information,1791500,1791500,0,500.14,0.04,1.16,304.98,0.83,1.44,3.69,7.57,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
